model,chunk,epoch,loss,accuracy
2,2,25,0.005739728355407715,0.53
2,2,26,0.006089087533950805,0.5154
2,2,27,0.005890740251541138,0.5143
2,2,28,0.006491601252555847,0.4963
2,2,29,0.006447169804573059,0.5098
2,2,30,0.00646488573551178,0.5078
2,2,31,0.0063596985578536986,0.5052
2,2,32,0.006637392258644104,0.4678
2,2,33,0.005918005847930908,0.4855
2,2,34,0.0051552666425704954,0.509
2,2,35,0.004994071555137634,0.5222
2,2,36,0.005061167860031128,0.5193
2,2,37,0.005071821975708008,0.5304
2,2,38,0.005115658688545227,0.5355
2,2,39,0.005170564556121826,0.5394
2,2,40,0.005171995186805725,0.5458
2,2,41,0.005191076946258545,0.5492
2,2,42,0.005201454520225525,0.5514
2,2,43,0.005207961416244506,0.5507
2,2,44,0.005205371379852295,0.5513
2,2,45,0.005213453269004822,0.5522
2,2,46,0.005220983171463012,0.5522
2,2,47,0.005228359699249268,0.5525
2,2,48,0.005238946533203125,0.5521
2,2,49,0.005248422837257385,0.5523
3,2,0,0.004006418883800506,0.2445
3,2,1,0.0038067450761795044,0.3532
3,2,2,0.003366986703872681,0.4453
3,2,3,0.0038894554257392884,0.4476
3,2,4,0.004458854603767395,0.4298
3,2,5,0.004661713337898254,0.4629
3,2,6,0.005114814853668213,0.4448
3,2,7,0.005252918696403503,0.4583
3,2,8,0.005572706866264343,0.4495
3,2,9,0.0055395348787307735,0.4464
3,2,10,0.005233603096008301,0.4595
3,2,11,0.00557770299911499,0.4582
3,2,12,0.0054159836769104,0.4665
3,2,13,0.005435095858573913,0.4702
3,2,14,0.00559074387550354,0.4814
3,2,15,0.005540354251861572,0.4782
3,2,16,0.005734636950492859,0.4638
3,2,17,0.005604376792907715,0.4717
3,2,18,0.006243256974220276,0.4672
3,2,19,0.005898914003372192,0.4639
3,2,20,0.005970272064208984,0.4676
3,2,21,0.0061014803171157836,0.4792
3,2,22,0.0064032817602157595,0.4679
3,2,23,0.006394262647628784,0.4553
3,2,24,0.0059678127527236936,0.4701
3,2,25,0.006068828082084656,0.4726
3,2,26,0.005900598049163818,0.4865
3,2,27,0.006079245042800903,0.4817
3,2,28,0.006019345331192016,0.4865
3,2,29,0.005934098649024964,0.492
3,2,30,0.006163156127929687,0.4867
3,2,31,0.00609762761592865,0.4973
3,2,32,0.005973036599159241,0.5001
3,2,33,0.0058775132417678835,0.5099
3,2,34,0.0060590904712677,0.5118
3,2,35,0.005895549058914184,0.5027
3,2,36,0.006088904857635498,0.501
3,2,37,0.005888586544990539,0.5036
3,2,38,0.006193356037139892,0.5026
3,2,39,0.006324918985366822,0.5113
3,2,40,0.006207381153106689,0.5053
3,2,41,0.006431366729736328,0.4917
3,2,42,0.00659456729888916,0.4938
3,2,43,0.006669056296348572,0.4875
3,2,44,0.006631510496139526,0.4865
3,2,45,0.006704064249992371,0.4753
3,2,46,0.007150839686393738,0.4662
3,2,47,0.007006826710700988,0.4552
3,2,48,0.007809316515922546,0.4376
3,2,49,0.00754526903629303,0.4299
4,2,0,0.005535812878608703,0.3455
4,2,1,0.0030848872542381285,0.4793
4,2,2,0.003051817786693573,0.492
4,2,3,0.0032515018701553345,0.4922
4,2,4,0.0035169610738754273,0.5019
4,2,5,0.003887760305404663,0.5223
4,2,6,0.0043050738334655765,0.5172
4,2,7,0.004731964588165283,0.4961
4,2,8,0.004740366506576538,0.5116
4,2,9,0.0050074606895446775,0.5033
4,2,10,0.00549290075302124,0.4786
4,2,11,0.005847716665267944,0.4709
4,2,12,0.005501821780204773,0.4794
4,2,13,0.005101150012016296,0.4904
4,2,14,0.004596172833442688,0.4988
4,2,15,0.004655132746696472,0.4962
4,2,16,0.00473420684337616,0.5266
4,2,17,0.004691848468780517,0.528
4,2,18,0.004973270773887635,0.5207
4,2,19,0.00502103259563446,0.5257
4,2,20,0.005058404922485352,0.5286
4,2,21,0.005025476646423339,0.536
4,2,22,0.005032628870010376,0.5382
4,2,23,0.005033680868148803,0.5393
4,2,24,0.005053538346290588,0.5407
4,2,25,0.005053981924057007,0.5418
4,2,26,0.00506360719203949,0.543
4,2,27,0.005078713011741638,0.5422
4,2,28,0.005088949728012085,0.5426
4,2,29,0.0050970349788665775,0.5446
4,2,30,0.005106120133399963,0.5444
4,2,31,0.005120438838005066,0.5439
4,2,32,0.0051264323711395264,0.5444
4,2,33,0.005135622882843018,0.5442
4,2,34,0.00513975920677185,0.544
4,2,35,0.005151957273483276,0.5448
4,2,36,0.005170204877853394,0.544
4,2,37,0.005168219900131226,0.544
4,2,38,0.005177561521530151,0.5438
4,2,39,0.005182033586502075,0.5437
4,2,40,0.005191876149177551,0.5444
4,2,41,0.005200251650810242,0.545
4,2,42,0.005201185321807861,0.5444
4,2,43,0.005214666962623596,0.5461
4,2,44,0.005223048448562622,0.5454
4,2,45,0.0052249505996704105,0.5466
4,2,46,0.005231565403938293,0.5452
4,2,47,0.005233848094940185,0.546
4,2,48,0.005244864010810852,0.5461
4,2,49,0.005248401403427124,0.5467
0,3,0,0.0037181138277053833,0.3169
0,3,1,0.0030770657062530516,0.4465
0,3,2,0.0032619735598564147,0.4721
0,3,3,0.0037496567726135253,0.4454
0,3,4,0.004191566932201385,0.4835
0,3,5,0.004689673447608947,0.458
0,3,6,0.004846995711326599,0.4602
0,3,7,0.005133816146850586,0.4791
0,3,8,0.004746824836730957,0.4927
0,3,9,0.005266810774803162,0.4802
0,3,10,0.0050212839365005495,0.5148
0,3,11,0.0052182841300964355,0.4781
0,3,12,0.005280487966537475,0.5039
0,3,13,0.005205914187431335,0.506
0,3,14,0.00563299834728241,0.4914
0,3,15,0.005466824388504028,0.5082
0,3,16,0.0060693184375762935,0.4952
0,3,17,0.0063574889183044435,0.4908
0,3,18,0.0056673380136489865,0.5003
0,3,19,0.006849971580505371,0.456
0,3,20,0.005734780168533325,0.4876
0,3,21,0.005765584659576416,0.4835
0,3,22,0.005374633407592773,0.5105
0,3,23,0.005030197215080261,0.5249
0,3,24,0.0052488914489746095,0.5332
0,3,25,0.005274992036819458,0.5367
0,3,26,0.005424906826019287,0.5345
0,3,27,0.005365823268890381,0.5432
0,3,28,0.005247726106643677,0.5516
0,3,29,0.0052651846647262576,0.5476
0,3,30,0.0052882549524307255,0.5491
0,3,31,0.005286832284927368,0.5507
0,3,32,0.005274565315246582,0.5516
0,3,33,0.005279239320755005,0.5518
0,3,34,0.005285542845726013,0.5515
0,3,35,0.005284317994117737,0.5513
0,3,36,0.0052854793071746824,0.5516
0,3,37,0.005284520888328552,0.552
0,3,38,0.0052924782991409305,0.5525
0,3,39,0.005296201133728027,0.5537
0,3,40,0.0053100972175598145,0.5542
0,3,41,0.005322046136856079,0.5534
0,3,42,0.005319034457206726,0.554
0,3,43,0.005328583455085754,0.5536
0,3,44,0.005324672365188599,0.554
0,3,45,0.005329766058921814,0.5539
0,3,46,0.005335384345054627,0.5555
0,3,47,0.005347022175788879,0.5542
0,3,48,0.00535268063545227,0.5552
0,3,49,0.0053520121335983275,0.5546
1,3,0,0.0036902857422828673,0.4471
1,3,1,0.0027119851350784303,0.5378
1,3,2,0.0029996573209762575,0.5259
1,3,3,0.0031119576454162598,0.5474
1,3,4,0.0035741135597229003,0.5525
1,3,5,0.004061010015010834,0.555
1,3,6,0.004296093153953552,0.563
1,3,7,0.004505938458442688,0.5537
1,3,8,0.004996986842155457,0.5565
1,3,9,0.005174055051803589,0.5168
1,3,10,0.0055970555782318115,0.5038
1,3,11,0.0048978949785232545,0.5143
1,3,12,0.00429645870923996,0.5503
1,3,13,0.004233697175979614,0.5563
1,3,14,0.004558587670326233,0.5543
1,3,15,0.004630046105384826,0.5648
1,3,16,0.004618014407157898,0.5682
1,3,17,0.004642881989479065,0.5766
1,3,18,0.0046648537874221805,0.5817
1,3,19,0.004711568355560303,0.5777
1,3,20,0.004750559806823731,0.5796
1,3,21,0.0047594764232635495,0.5821
1,3,22,0.0047663290739059444,0.5829
1,3,23,0.004769213151931763,0.5832
1,3,24,0.0047788113594055175,0.5831
1,3,25,0.00478849561214447,0.5828
1,3,26,0.004804105758666992,0.5836
1,3,27,0.004811083173751831,0.583
1,3,28,0.004826864075660705,0.5831
1,3,29,0.00484159095287323,0.5832
1,3,30,0.004844392538070679,0.5846
1,3,31,0.004855975031852722,0.5829
1,3,32,0.0048629973649978635,0.5847
1,3,33,0.004869689321517944,0.583
1,3,34,0.004878999280929565,0.5842
1,3,35,0.004889795684814453,0.5846
1,3,36,0.004900201845169067,0.5843
1,3,37,0.004908101129531861,0.5846
1,3,38,0.004915471601486206,0.584
1,3,39,0.004922695899009705,0.584
1,3,40,0.00493377161026001,0.5847
1,3,41,0.004936601066589355,0.5845
1,3,42,0.004946975898742676,0.5847
1,3,43,0.0049540464162826535,0.5844
1,3,44,0.004962298488616943,0.5853
1,3,45,0.0049704156637191774,0.5847
1,3,46,0.0049794476747512815,0.5854
1,3,47,0.004992756938934326,0.5844
1,3,48,0.005000020837783814,0.5843
1,3,49,0.005010246133804321,0.5853
2,3,0,0.004439374113082885,0.239
2,3,1,0.003497911834716797,0.4007
2,3,2,0.0030245351433753967,0.4864
2,3,3,0.003339361751079559,0.4945
2,3,4,0.004134579300880432,0.4674
2,3,5,0.004298591327667236,0.4782
2,3,6,0.004827431297302246,0.4726
2,3,7,0.004521205925941467,0.4976
2,3,8,0.005064329719543457,0.4908
2,3,9,0.004786173033714295,0.5
2,3,10,0.004785922026634216,0.515
2,3,11,0.005264923501014709,0.4935
2,3,12,0.005258967423439026,0.4976
2,3,13,0.00508645532131195,0.5047
2,3,14,0.005238590025901794,0.5114
2,3,15,0.005352445554733277,0.4982
2,3,16,0.005465363883972168,0.5194
2,3,17,0.00539570825099945,0.5187
2,3,18,0.005421506810188294,0.5121
2,3,19,0.005449574851989746,0.5087
2,3,20,0.005439705181121826,0.5031
2,3,21,0.005302702069282531,0.509
2,3,22,0.005265028524398804,0.5205
2,3,23,0.005356814932823181,0.5316
2,3,24,0.005372231721878052,0.5203
2,3,25,0.0053440169811248776,0.5356
2,3,26,0.005530922150611878,0.5347
2,3,27,0.005596204876899719,0.5345
2,3,28,0.005398093843460083,0.5376
2,3,29,0.0053439462661743166,0.5432
2,3,30,0.005497712182998657,0.5469
2,3,31,0.0055886887550354,0.5468
2,3,32,0.005559627079963684,0.5523
2,3,33,0.005544124960899353,0.5501
2,3,34,0.005555086278915405,0.5478
2,3,35,0.005538585233688355,0.5491
2,3,36,0.005526641511917114,0.5504
2,3,37,0.005524778509140015,0.5519
2,3,38,0.005535472893714905,0.5529
2,3,39,0.0055265740156173705,0.5538
2,3,40,0.005530374097824096,0.5537
2,3,41,0.0055404054403305055,0.5537
2,3,42,0.005538464045524597,0.5535
2,3,43,0.0055491954326629634,0.5534
2,3,44,0.005545473599433899,0.5536
2,3,45,0.0055486472368240355,0.5551
2,3,46,0.005559534525871277,0.5549
2,3,47,0.005560755157470703,0.555
2,3,48,0.005559227776527405,0.5544
2,3,49,0.005567383074760437,0.555
3,3,0,0.004293515729904175,0.2472
3,3,1,0.0033807950735092163,0.3902
3,3,2,0.003381153094768524,0.4574
3,3,3,0.0037034470319747925,0.4638
3,3,4,0.004206106805801392,0.4566
3,3,5,0.004409550929069519,0.4742
3,3,6,0.004935742735862732,0.4413
3,3,7,0.0049789042234420775,0.4562
3,3,8,0.005619796776771545,0.4633
3,3,9,0.005331440186500549,0.4592
3,3,10,0.004772638058662414,0.5003
3,3,11,0.005403505110740662,0.4906
3,3,12,0.00500468373298645,0.4996
3,3,13,0.005353391432762146,0.494
3,3,14,0.005609116768836975,0.4892
3,3,15,0.0056852226972579955,0.4851
3,3,16,0.00556384084224701,0.4794
3,3,17,0.00596710045337677,0.4632
3,3,18,0.0055727123975753785,0.4859
3,3,19,0.005800737762451172,0.4845
3,3,20,0.005368738102912903,0.4929
3,3,21,0.005339688491821289,0.5142
3,3,22,0.005752473855018616,0.4989
3,3,23,0.006001813530921936,0.494
3,3,24,0.005425721716880798,0.5139
3,3,25,0.0054756095170974736,0.5096
3,3,26,0.005957179284095764,0.5136
3,3,27,0.005562953615188599,0.5132
3,3,28,0.0058989253044128415,0.5094
3,3,29,0.005601952528953552,0.5166
3,3,30,0.005605663061141968,0.5319
3,3,31,0.0058119213581085205,0.5256
3,3,32,0.00586016743183136,0.5254
3,3,33,0.005979386758804321,0.5226
3,3,34,0.006029136729240417,0.5168
3,3,35,0.006138063788414002,0.5119
3,3,36,0.006269993185997009,0.5078
3,3,37,0.006226675176620483,0.4955
3,3,38,0.006309448432922363,0.4932
3,3,39,0.006906855201721192,0.4548
3,3,40,0.0062843709707260135,0.478
3,3,41,0.006273612356185913,0.4756
3,3,42,0.005746349835395813,0.4877
3,3,43,0.0057997414112091064,0.5026
3,3,44,0.005759753823280335,0.5097
3,3,45,0.00552552502155304,0.524
3,3,46,0.005451457190513611,0.5331
3,3,47,0.005403351068496704,0.5283
3,3,48,0.005501266646385193,0.5284
3,3,49,0.005477641081809997,0.5354
4,3,0,0.004432329845428466,0.2197
4,3,1,0.0033310914278030395,0.4062
4,3,2,0.0032482917308807374,0.4717
4,3,3,0.0037530378222465515,0.4572
4,3,4,0.003910507702827454,0.4794
4,3,5,0.004504721784591675,0.462
4,3,6,0.004384544861316681,0.4867
4,3,7,0.004471994936466217,0.4893
4,3,8,0.004752738356590271,0.4878
4,3,9,0.004869509196281433,0.481
4,3,10,0.005161176824569702,0.4755
4,3,11,0.005252515959739685,0.4909
4,3,12,0.005332649731636047,0.4975
4,3,13,0.005123188829421997,0.4958
4,3,14,0.005504284238815308,0.4933
4,3,15,0.005352947926521301,0.4942
4,3,16,0.005590266036987305,0.4995
4,3,17,0.005291385674476624,0.5118
4,3,18,0.005343722128868103,0.5036
4,3,19,0.005444088840484619,0.5175
4,3,20,0.005335766482353211,0.5325
4,3,21,0.005414651966094971,0.5116
4,3,22,0.0053619895219802855,0.5231
4,3,23,0.00575435528755188,0.5171
4,3,24,0.005977125144004822,0.4974
4,3,25,0.005672092413902282,0.5103
4,3,26,0.0059495185375213625,0.509
4,3,27,0.005671610832214355,0.5173
4,3,28,0.00563345377445221,0.5102
4,3,29,0.005676415634155273,0.5136
4,3,30,0.005716024088859558,0.5261
4,3,31,0.00560040078163147,0.5264
4,3,32,0.005487751841545105,0.5322
4,3,33,0.005701805281639099,0.5274
4,3,34,0.005637058520317078,0.5306
4,3,35,0.005759582924842834,0.5266
4,3,36,0.005816539907455444,0.5364
4,3,37,0.0059655499696731566,0.5294
4,3,38,0.005980746936798096,0.522
4,3,39,0.005925498008728027,0.5331
4,3,40,0.005939782118797302,0.5216
4,3,41,0.00617396354675293,0.5164
4,3,42,0.006209416580200195,0.5265
4,3,43,0.005983066749572754,0.5134
4,3,44,0.006070106816291809,0.5044
4,3,45,0.006272456645965576,0.5021
4,3,46,0.00591075747013092,0.5134
4,3,47,0.006138419532775879,0.4955
4,3,48,0.006091681337356567,0.5015
4,3,49,0.005961845588684082,0.5056
0,4,0,0.003969150817394257,0.2858
0,4,1,0.0031549599170684816,0.4392
0,4,2,0.0031201523184776307,0.4724
0,4,3,0.003521762192249298,0.4705
0,4,4,0.003675315320491791,0.4787
0,4,5,0.004984762406349182,0.4462
0,4,6,0.004343272113800049,0.4922
0,4,7,0.0047440212726593016,0.4945
0,4,8,0.004686725807189942,0.4853
0,4,9,0.004729655146598816,0.5063
0,4,10,0.004731218838691711,0.5025
0,4,11,0.004942475080490112,0.5112
0,4,12,0.005082458686828613,0.513
0,4,13,0.005195913910865784,0.5161
0,4,14,0.005366326594352722,0.5224
0,4,15,0.00531642518043518,0.5104
0,4,16,0.005444755530357361,0.5157
0,4,17,0.005788931488990783,0.497
0,4,18,0.005198221826553345,0.5151
0,4,19,0.005279943943023681,0.5145
0,4,20,0.005026017737388611,0.524
0,4,21,0.005161488151550293,0.5284
0,4,22,0.0051130415439605715,0.5427
0,4,23,0.005272839212417602,0.5383
0,4,24,0.005423424625396729,0.5355
0,4,25,0.005322639560699463,0.5446
0,4,26,0.005480418348312378,0.5391
0,4,27,0.005459709358215332,0.547
0,4,28,0.005611188578605652,0.5384
0,4,29,0.00565673155784607,0.5393
0,4,30,0.005994020295143127,0.532
0,4,31,0.005786838936805725,0.546
0,4,32,0.005941497230529785,0.5398
0,4,33,0.006042538404464721,0.5154
0,4,34,0.006894051027297974,0.4904
0,4,35,0.006616402792930603,0.4789
0,4,36,0.0057948519706726076,0.5057
0,4,37,0.005396563649177551,0.5237
0,4,38,0.005122669625282288,0.5399
0,4,39,0.005065597820281983,0.5491
0,4,40,0.005124240112304688,0.5469
0,4,41,0.005200713539123535,0.559
0,4,42,0.005148008632659912,0.5662
0,4,43,0.005118933796882629,0.5676
0,4,44,0.0051149095058441165,0.5708
0,4,45,0.005139092135429383,0.5698
0,4,46,0.005145842099189758,0.5708
0,4,47,0.005156328177452088,0.5697
0,4,48,0.005164799404144287,0.5693
0,4,49,0.005173172187805176,0.5721
1,4,0,0.003022616183757782,0.5309
1,4,1,0.002310203778743744,0.6037
1,4,2,0.0024751512765884397,0.6109
1,4,3,0.0028999332308769226,0.5984
1,4,4,0.00328536411523819,0.6033
1,4,5,0.0036282222867012022,0.6114
1,4,6,0.003937411642074585,0.602
1,4,7,0.003948508608341217,0.6068
1,4,8,0.004616805326938629,0.5714
1,4,9,0.004777551341056824,0.5674
1,4,10,0.004474059176445007,0.5584
1,4,11,0.00367912700176239,0.566
1,4,12,0.0036288642048835753,0.592
1,4,13,0.0037451802611351013,0.6117
1,4,14,0.0038151561617851258,0.6105
1,4,15,0.003986356949806214,0.6201
1,4,16,0.003980780529975891,0.6213
1,4,17,0.003989381575584412,0.6233
1,4,18,0.004034649705886841,0.6246
1,4,19,0.004048472511768341,0.6248
1,4,20,0.004078796994686127,0.625
1,4,21,0.004088124215602874,0.6248
1,4,22,0.00409809639453888,0.626
1,4,23,0.004121949076652527,0.6262
1,4,24,0.004139920926094055,0.6262
1,4,25,0.0041439531803131105,0.6263
1,4,26,0.004153841066360474,0.6266
1,4,27,0.004174759709835053,0.6265
1,4,28,0.004188552927970886,0.626
1,4,29,0.0041951294183731076,0.6257
1,4,30,0.004199461567401886,0.6267
1,4,31,0.004221535503864288,0.6263
1,4,32,0.0042287337064743045,0.6263
1,4,33,0.004236970627307892,0.6254
1,4,34,0.00426340514421463,0.6254
1,4,35,0.004261832571029663,0.6255
1,4,36,0.004278675222396851,0.6259
1,4,37,0.004290005457401275,0.6257
1,4,38,0.0042942609310150145,0.6264
1,4,39,0.004304409611225128,0.6259
1,4,40,0.004325597894191742,0.6262
1,4,41,0.004323317658901215,0.626
1,4,42,0.004332146060466766,0.6267
1,4,43,0.004338072955608368,0.6257
1,4,44,0.004356035244464874,0.626
1,4,45,0.004361219727993012,0.6267
1,4,46,0.004365409135818481,0.6267
1,4,47,0.004374081909656525,0.6264
1,4,48,0.004381344616413116,0.6256
1,4,49,0.00439107254743576,0.6262
2,4,0,0.003965327954292297,0.2836
2,4,1,0.003148676514625549,0.4575
2,4,2,0.0033644909739494323,0.4569
2,4,3,0.00357656352519989,0.4681
2,4,4,0.003790739727020264,0.4931
2,4,5,0.0041387810587883,0.4981
2,4,6,0.004633854126930237,0.4627
2,4,7,0.004513670134544372,0.4943
2,4,8,0.004704013776779175,0.5152
2,4,9,0.004736385941505432,0.5189
2,4,10,0.004386742413043976,0.5377
2,4,11,0.004684891891479492,0.527
2,4,12,0.004876754713058471,0.5362
2,4,13,0.0049133047580719,0.5309
2,4,14,0.005014703035354614,0.5246
2,4,15,0.005318515372276306,0.5252
2,4,16,0.005405491709709167,0.5046
2,4,17,0.0055828055858612065,0.4999
2,4,18,0.005269222497940064,0.5266
2,4,19,0.005202711701393127,0.5276
2,4,20,0.0053113882303237915,0.5317
2,4,21,0.005200387644767762,0.5321
2,4,22,0.005328993558883667,0.5427
2,4,23,0.005215673613548279,0.5374
2,4,24,0.005204858422279358,0.54
2,4,25,0.005244517493247986,0.5366
2,4,26,0.005361501002311707,0.545
2,4,27,0.005395092391967773,0.548
2,4,28,0.005189409708976745,0.549
2,4,29,0.005450529503822327,0.5396
2,4,30,0.005634714198112488,0.5501
2,4,31,0.005636724734306335,0.5574
2,4,32,0.00554473466873169,0.5508
2,4,33,0.005692732238769531,0.5474
2,4,34,0.005882565474510193,0.5336
2,4,35,0.00570790867805481,0.5431
2,4,36,0.005866261434555054,0.5399
2,4,37,0.005513367700576782,0.5359
2,4,38,0.00541460280418396,0.543
2,4,39,0.005165751838684082,0.5397
2,4,40,0.005005792927742004,0.5636
2,4,41,0.005105043816566467,0.5684
2,4,42,0.005321987175941467,0.5586
2,4,43,0.005176355147361755,0.5669
2,4,44,0.005211208748817444,0.5707
2,4,45,0.00520430097579956,0.5769
2,4,46,0.005237288904190064,0.5813
2,4,47,0.005215675568580627,0.581
2,4,48,0.0052907349824905395,0.5769
2,4,49,0.0052529185295104985,0.5796
3,4,0,0.003358931839466095,0.5078
3,4,1,0.002475783097743988,0.5733
3,4,2,0.0029136040687561034,0.5477
3,4,3,0.003146741425991058,0.5752
3,4,4,0.0035549612045288085,0.5861
3,4,5,0.004124418866634369,0.5669
3,4,6,0.004351951289176941,0.5607
3,4,7,0.00437293450832367,0.5636
3,4,8,0.004237941610813141,0.5715
3,4,9,0.004204278802871704,0.5893
3,4,10,0.0046242751240730285,0.5752
3,4,11,0.004691506361961364,0.5735
3,4,12,0.004905927324295044,0.5841
3,4,13,0.0049982614994049076,0.5762
3,4,14,0.005199928283691407,0.5611
3,4,15,0.00496272988319397,0.5789
3,4,16,0.00510849256515503,0.5591
3,4,17,0.004860440683364868,0.5769
3,4,18,0.005005572581291199,0.5569
3,4,19,0.004747761845588684,0.5855
3,4,20,0.004534383428096771,0.5892
3,4,21,0.0047868092775344845,0.5925
3,4,22,0.004783760905265808,0.5983
3,4,23,0.0049017345428466795,0.595
3,4,24,0.005034624338150024,0.5917
3,4,25,0.005003587675094605,0.5984
3,4,26,0.0050298599004745485,0.6047
3,4,27,0.004993412947654724,0.6042
3,4,28,0.005020920920372009,0.6058
3,4,29,0.005018726181983948,0.608
3,4,30,0.005004468727111817,0.6076
3,4,31,0.00501513421535492,0.6089
3,4,32,0.005023132228851319,0.6082
3,4,33,0.005023542213439942,0.6096
3,4,34,0.005044351410865784,0.611
3,4,35,0.0050455430269241335,0.6103
3,4,36,0.005055794882774353,0.6107
3,4,37,0.005059159994125366,0.6106
3,4,38,0.005070049953460693,0.6108
3,4,39,0.005076786661148071,0.6113
3,4,40,0.005083907008171081,0.6105
3,4,41,0.005090302038192749,0.6113
3,4,42,0.005086359477043152,0.6109
3,4,43,0.005099370861053467,0.6111
3,4,44,0.0051010916709899904,0.6104
3,4,45,0.005106261014938354,0.6111
3,4,46,0.005108237028121948,0.6129
3,4,47,0.005118423557281494,0.6117
3,4,48,0.005116329526901245,0.612
3,4,49,0.005120481967926025,0.6124
4,4,0,0.0036790455818176268,0.3194
4,4,1,0.003065042769908905,0.4647
4,4,2,0.003731365144252777,0.4228
4,4,3,0.00338858300447464,0.4819
4,4,4,0.003998706638813018,0.4818
4,4,5,0.004379463458061218,0.4878
4,4,6,0.004285210108757019,0.5038
4,4,7,0.00430999766588211,0.5135
4,4,8,0.0046232108116149905,0.4931
4,4,9,0.004884519767761231,0.4793
4,4,10,0.004581435549259186,0.5138
4,4,11,0.004990076875686645,0.5077
4,4,12,0.0050330274820327755,0.5231
4,4,13,0.004704614305496216,0.5217
4,4,14,0.0050256417512893675,0.5296
4,4,15,0.005023753237724304,0.5339
4,4,16,0.005188099646568299,0.5306
4,4,17,0.005545662689208984,0.5259
4,4,18,0.0053310000896453855,0.5263
4,4,19,0.0055935059785842895,0.5203
4,4,20,0.00582737979888916,0.5131
4,4,21,0.005370384287834168,0.5191
4,4,22,0.00552852041721344,0.495
4,4,23,0.005232676386833191,0.5056
4,4,24,0.005168079733848572,0.524
4,4,25,0.004985503649711609,0.5325
4,4,26,0.0049886210441589356,0.5487
4,4,27,0.005238579940795899,0.5454
4,4,28,0.005302439618110656,0.552
4,4,29,0.005323252844810486,0.5578
4,4,30,0.005232212543487549,0.5607
4,4,31,0.005246105790138245,0.5634
4,4,32,0.00527938551902771,0.5633
4,4,33,0.005256439352035522,0.5663
4,4,34,0.005257424879074097,0.5659
4,4,35,0.005277178740501404,0.5658
4,4,36,0.005286958146095276,0.5635
4,4,37,0.0052932908296585085,0.5639
4,4,38,0.00530686240196228,0.5642
4,4,39,0.005296137595176696,0.5636
4,4,40,0.005311004281044006,0.5649
4,4,41,0.005312895631790161,0.5652
4,4,42,0.00531642746925354,0.563
4,4,43,0.005328145360946656,0.5647
4,4,44,0.0053352642059326175,0.5646
4,4,45,0.005330869817733765,0.5646
4,4,46,0.005347060227394104,0.5649
4,4,47,0.0053582867622375486,0.566
4,4,48,0.0053532403945922855,0.5651
4,4,49,0.005372566127777099,0.5655
